name,lat,lon
"Mission Woods, Kansas",39.0350053,-94.6085677
"Seiad Valley, California",41.8404056,-123.1925489
"Port Charlotte, Florida",26.9761707,-82.0906448
"Changewater, New Jersey",40.7381553,-74.9440586
"Westford, Massachusetts",42.5792583,-71.4378411
"Huntersville, North Carolina",35.4107135,-80.8428483
"Key West, Florida",24.5625566,-81.7724368
"Bloomington, Illinois",40.4731073,-88.9941403
"Parrish, Florida",27.5875357,-82.4250941
"Minneola, New York",40.747222, -73.638056
"Plano, Texas",33.0136764,-96.6925096
"Fort Smith, Arkansas",35.3872218,-94.4248983
"the Bronx, New York",40.8527855,-73.8390537435388
"Rumford, Rhode Island",41.8453781,-71.3519985
"Scarsdale, New York",40.9690798,-73.7635316
"Ashland, Oregon",42.1972487,-122.7153995
"Tallahassee, Florida",30.4380832,-84.2809332
"Loves Park, Illinois",42.3200189,-89.0581621
"Farmington, Connecticut",41.7198216,-72.8320435
"Oldsmar, Florida",28.06906015,-82.6501913927812
"South Coffeyville, Oklahoma",36.9945248,-95.6202552
"Plainview, New York",40.7764882,-73.4673455
"Asbury, New Jersey",40.6959334,-75.0101715
"West Linn, Oregon",45.3656761,-122.6123141
"Roswell, Georgia",34.02332,-84.360022
"Edwards, California",34.9260876,-117.9350683
"Aromas, California",36.876396,-121.643004207207
"Marrero, Louisiana",29.8993723,-90.1003506
"Shepherdstown, West Virginia",39.4300996,-77.804161
"Cranford, New Jersey",40.6584358,-74.2995923
"Stoughton, Massachusetts",42.1250995,-71.1022712
"Mansfield, Texas",32.5631924,-97.1416768
"Grand Blanc, Michigan",42.9275277,-83.6299518
"Tyler, Texas",32.3512601,-95.3010624
"Fayetteville, North Carolina",35.0529931,-78.8787058
"Hicksville, New York",40.7684331,-73.5251253
"Burnsville, North Carolina",35.9173358,-82.300961
"Cokato, Minnesota",45.0757967,-94.1899799
"Evanston, Illinois",42.0447388,-87.6930459
"Spring, Texas",30.0798826,-95.4172549
"Lower Gwynedd, Pennsylvania",40.18782115,-75.236318196254
"Lakewood, Ohio",41.4819932,-81.7981908
"Middletown, Connecticut",41.549566,-72.6515599185185
"Bronx, New York",40.8527855,-73.8390537435388
"Round Rock, Texas",30.5228636,-97.6776044495103
"Cleveland, Ohio",41.5051613,-81.6934446
"Port Orchard, Washington",47.5315625,-122.6384056
"Bronx, New York, USA",40.8527855,-73.8390537435388
"Kailua, Hawaii",19.663401,-155.956436416583
"Cape Cod, Massachusetts",41.6718684,-70.3499234
"Monrovia, California",34.1483499,-118.0014517
"Vestal, New York",42.0850747,-76.053813
"Bloomfield Township, Michigan",42.575186,-83.2939810481481
"Waterford, Connecticut",41.3461465,-72.1317677705645
"Horseheads, New York",42.167019,-76.8205119
"Arkadelphia, Arkansas",34.1209292,-93.053784
"Amherst, Massachusetts",42.3803676,-72.523143
"Jackson Heights, New York",40.7556561,-73.8857755
"West Monroe, Louisiana",32.5184775,-92.1476353
"Jackson, Mississippi",32.4104385,-90.162064888255
"Apex, North Carolina",35.7325352,-78.8505516
"Centerville, Virginia",37.7573506,-75.6210398
"Loudonville, New York",42.7048009,-73.7548424
"Holiday, Florida",28.18779,-82.7395454
"South Huntington, New York",40.8237097,-73.3987314
"Wayne, Pennsylvania",40.0440149,-75.3878616
"Selinsgrove, Pennsylvania",40.8062437,-76.8607084
"Citrus Heights, California",38.7071247,-121.2810611
"Harvey, Louisiana",29.9035387,-90.0772944
"Exeter, New Hampshire",42.981477,-70.9478343
"Bay Saint Louis, Mississippi",30.3028195,-89.3375548163508
"Buffalo, New York",42.8864468,-78.8783689
"Utica, Michigan",42.6261446,-83.0335384
"Bozeman, Montana",45.6799842,-111.0446748
"Oregon City, Oregon",45.3573429,-122.6067583
"College Park, Maryland",38.980666,-76.9369189
"Whittier, California",33.9748932,-118.0336975
"Plattsburgh, New York, now stationed at San Diego, California",44.695278, -73.458333
"Aurora, Colorado",39.729432,-104.8319196
"Hillsdale, New Jersey",41.0025975,-74.0404175
"River Vale, New Jersey",40.9953754,-74.0120832
"La Vergne, Tennessee",36.0156178,-86.5819394
"Boxborough, Massachusetts",42.4934474,-71.5141044
"Paris, Texas",33.6617962,-95.555513
"Wilkes-Barre, Pennsylvania",41.2464824,-75.8817316
"Dahlgren, Illinois",38.1981041,-88.6845019
"Dublin, Ohio",40.0992294,-83.1140771
"Arcola, Illinois",39.684755,-88.3064367
"Chanhassen, Minnesota",44.8618403,-93.5307207
"Falls Church, Virginia",38.882334,-77.1710914
"Carrollton, Texas",32.9537349,-96.8902816
"Rockford, Illinois",42.2713945,-89.093966
"Maywood, Illinois",41.8791979,-87.8431155
"Batesville, Virginia",37.9956954,-78.7222417
"Stroudsburg, Pennsylvania",40.9867609,-75.1946248
"Geneva County, Alabama",31.0862933,-85.803014
University of Minnesota,44.9746395,-93.2316261751701
"Tarboro, North Carolina",35.8968236,-77.5358049
"Canton, Michigan",42.308081,-83.4868676071791
"Del Mar, California",32.9594891,-117.2653146
"Yuma, Arizona",32.665167,-114.475904894941
"Valdosta, Georgia",30.8327022,-83.2784851
"Twin Lakes, Idaho",45.1025601,-116.187616514715
"Hayward, California",37.6688205,-122.0807964
"Loxahatchee Groves, Florida",26.6836769,-80.27977
"Quantico, Virginia",38.5228755,-77.2901862044786
"Quincy, Illinois",39.9356016,-91.4098727
"Wyomissing, Pennsylvania",40.329537,-75.9652117
"Plymouth, Minnesota",45.0065149,-93.46651
"Peoria, Illinois",40.6938609,-89.5891008
"Vista, California",33.2000368,-117.2425355
"Glendora, California",34.1361187,-117.865339
"Manchester, Massachusetts",42.9956397,-71.4547891
"St. Joseph, Missouri",39.7686055,-94.8466322
"Powhatan, Virginia",37.4006706,-81.4203809
"Mechanicsburg, Pennsylvania",40.2101972,-77.0047276
"Chillicothe, Ohio",39.3331197,-82.9824019
"Paris, Kentucky",38.2097987,-84.2529869
"Matawan, New Jersey",40.41483,-74.2295891
"Ligonier, Pennsylvania",40.2431278,-79.2375325
"Jenner, California",38.4496365,-123.1155588
"Detroit, Michigan",42.3486635,-83.0567375
"Chester, Pennsylvania",39.849557,-75.3557458
"Pottstown, Pennsylvania",40.2452976,-75.6496424
"the Ohio State University from Northbrook, Illinois",42.129167, -87.840833
"White Bear Lake, Minnesota",45.0838098,-93.0069304
"Merchantville, New Jersey",39.951644,-75.0487226482739
"Kansas City, Kansas",39.1146799,-94.7495246
"York, Pennsylvania",39.962398,-76.727392
"Bloomington, Minnesota",44.8322405,-93.3204872
"New York, New York",40.7305991,-73.9865812
"Washington Crossing, Pennsylvania",40.2934408,-74.8704424
"St. Louis Park, Minnesota",44.9475726,-93.3569023
"Belmont, California",37.5202145,-122.2758008
"Goodyear, Arizona",33.4001695,-112.45722341601
"Palm Bay, Florida",28.0331886,-80.6429695
"Liberty, Missouri",39.2463496,-94.4189375
"Shoreview, Minnesota",45.0722056,-93.1282878
"Otley, Iowa",41.4647917,-93.034328
"Rowanoke, Virginia",37.266667, -79.933333
"Rancho Palos Verdes, California",33.7483311,-118.3707683
"Edison, New Jersey",40.5382375,-74.3945172450877
"Marietta, Oklahoma",33.937045,-97.1166788
"Tulsa, Oklahoma",36.1556805,-95.9929113
"Moore, Oklahoma",35.3395135,-97.4867045
"Reddington, New Jersey",40.3991382,-74.2696411
"Hummelstown, Pennsylvania",40.2653681,-76.7083033
"Fort Washington, Maryland",38.7073379,-77.0230314
"Lemont, Illinois",41.673642,-88.0017261
"Augusta, Georgia",33.4709714,-81.9748429
"Chariton, Iowa",41.0140459,-93.3062654
"Chesterland, Ohio",41.5208955,-81.3375191674911
"Grove City, Ohio and Washington, D.C",39.878056, -83.078056
"Goldsboro, North Carolina",35.3848841,-77.9927651
"Las Vegas, Nevada",36.1662859,-115.149225
"Williamsburg, Virginia",37.2707028,-76.7074502
"Santa Cruz, California",36.9746099,-122.0294259
"Portage, Indiana",41.5758708,-87.1761455
"Williamsville, New York",42.9637836,-78.7377258
"Akron, Ohio",41.0830643,-81.5184854
"Ponte Vedra, Florida",30.2274645,-81.3800824
"Newton, New Jersey",41.0581527,-74.7526651
"Parkersburg, West Virginia",39.2667418,-81.5615135
"Greenville, Florida",30.4694812,-83.6299688
"Lafayette Hill, Pennsylvania",40.0939993,-75.2529568
"Langhorne, Pennsylvania",40.1745538,-74.9226665
"Lewes, Delaware",38.7745565,-75.1393498
"San Juan Capistrano, California",33.5016932,-117.6625509
"Corvallis, Oregon",44.5645659,-123.2620435
"Amelia, Virginia",37.3319664,-78.008448
"Troy, Missouri",38.9794923,-90.9806954
"Stratford, Connecticut",41.1845415,-73.1331651
"Littleton, Massachusetts",42.5375917,-71.5120096
"Orland Park, Illinois",41.6303103,-87.8539425
"Ashton, Pennsylvania",51.44810345,-2.37024940913096
"Wakefield, Massachusetts",42.506484,-71.0728306
"Goldens Bridge, New York",41.2938384,-73.6765309
"West Palm Beach, Florida",26.7153425,-80.0533746
"Groton, Connecticut",41.3506989,-72.0773654
"Brandon, Vermont",43.7981195,-73.087612
"Palm Desert, California",33.7288179,-116.3825711
"Crestwood, Kentucky",38.0097999,-84.5110499
"Fond du Lac, Wisconsin",43.7748763,-88.4458033
"Sag Harbor, New York",40.9978773,-72.2925819
"New City, New York",41.1469917,-73.9902998
"Springfield, Pennsylvania",40.5249235,-75.2875279647195
"Oakland, New Jersey",41.0220483,-74.2430988
"Burlington, Massachusetts",42.5048167,-71.1956111
"Yorktown, New York",41.2956496,-73.80819
"Mount Juliet, Tennessee",36.200055,-86.5186054
"Lindenhurst, New York",40.6867667,-73.3734547
"New Hartford, Connecticut",41.8823187,-72.9770488
"Mililani, Hawaii",21.4508308,-158.0095783
"Clearwater, Florida",27.9658533,-82.8001026
"Shirley, New York",42.5767271,-78.9136452
"Essex, Connecticut",41.35288665,-72.4158772976794
"Bristol, Rhode Island",41.6770463,-71.2661597
"Clovis, New Mexico",34.405472,-103.2050709
"La Crosse, Wisconsin",43.8804365,-91.2548411335168
"Milltown, New Jersey",40.4562165,-74.4432073
"Fultondale, Alabama",33.6349905,-86.7887202310895
"Cedar Bluff, Virginia",37.0876141,-81.7590032
"Menlo Park, California",37.4538274,-122.1821871
"Woodbury, Minnesota",44.92317,-92.9588282
"Plattsburgh, New York",44.6928101,-73.4555973
"Maumee, Ohio",41.5628294,-83.6538244
"Franklin, Massachusetts",42.0834313,-71.396725
"Levittown, New York",40.7259336,-73.5142921
"Carson, California",33.8322043,-118.2517547
the University of Kansas,38.958058,-95.2477503
"Glendale, California",34.1423455,-118.2483671
"Toledo, Ohio",41.6786754,-83.5127283
"Frederick, Maryland",39.414443,-77.4105783
"Cameron, Missouri",39.7402801,-94.241057
"Katy, Texas",29.7857853,-95.8243956
"Garfield Heights, Ohio",41.4169974,-81.6059581
"Groton, New York",42.5866943,-76.3666213
"Taos, New Mexico",36.4072485,-105.5730665
"Pflugerville, Texas",30.4393696,-97.6200043
"Vernon Hills, Illinois",42.2194686,-87.9795188
"Martinsville, Virginia",36.6915262,-79.8725386
"Ruffs Dale, Pennsylvania",40.1750715,-79.6080956
"Deerwood, Maryland",38.6167852,-76.9649737
"Manalapan, New Jersey",40.2852895,-74.333495
"Eagle Rock, California",34.1432902,-118.1835196
"Petaluma, California",38.2325829,-122.636465
"Camp Hill, Pennsylvania",40.2398118,-76.9199742
"Bedford, Massachusetts",42.4906243,-71.2761299
"Carrollton, Ohio",40.5728404,-81.0856532
"North Attleborough, Massachusetts",41.9250996,-71.3494994
"El Paso, Texas",31.8111305,-106.501349295577
"Deep River, Connecticut",41.3856546,-72.4356422
"Belchertown, Massachusetts",42.2770362,-72.4009176
"Bellefonte, Pennsylvania",40.9134862,-77.7737471
"Perkasie, Pennsylvania",40.372048,-75.292676
"Alexandria, Virginia",38.8051095,-77.0470229
"Glen Cove, New York",40.8623217,-73.6337389
"Watertown, New York",43.9747838,-75.9107565
"Safety Harbor, Florida",28.013675,-82.6965430018371
"San Ramon, California",37.7799273,-121.9780153
"Draper, Utah",40.5246711,-111.8638226
"Alpine, New Jersey",40.9559316,-73.9312478
"Broadview Heights, Ohio",41.3139426,-81.6851271
"Peotone, Illinois",41.3322554,-87.7853217
"Weathersfield, Connecticut",43.383735,-72.4151719
"Clarkdale, Arizona",34.7711319,-112.0579367
"Boyertown, Pennsylvania",40.3337075,-75.6374083
"Aventura, Florida",25.953257,-80.1366458706593
"South Boston, Massachusetts",42.3334312,-71.0494949
"Olney, Illinois",38.7296538,-88.0846891
"Penn Yan, New York",42.6603037,-77.0540989
"San Marcos, California",33.1433723,-117.1661449
"Bayonne, New Jersey",40.6687141,-74.1143091
"Berryville, Arkansas",36.364792,-93.5679667
"Mattoon, Illinois",39.4842821,-88.3773279
"Crystal Lake, Illinois",42.2411344,-88.3161965
"Spencerville, Indiana",41.2831056,-84.9219092
"Antioch, California",38.0049214,-121.805789
"Louisville, Kentucky",38.2542376,-85.759407
"Carbondale, Illinois",37.7274692,-89.216655
"McMurray, Pennsylvania",40.2790046,-80.0838612
"Oceanside, California",33.1958696,-117.3794834
"Elkhart, Indiana",41.6819935,-85.9766671
"Woburn, Massachusetts",42.4792618,-71.1522766
"Loudoun County, Virginia",39.0853788,-77.6652876533174
"SeaTac, Washington",47.44259955,-122.293065163925
"Oak Park, Illinois",41.8850317,-87.7845025
"Devine, Texas",29.1399633,-98.905306
"Northborough, Massachusetts",42.319538,-71.6411786
"Lee's Summit, Missouri",38.9108408,-94.3821724
"Holmes, Pennsylvania",39.9042791,-75.3085204
"Coppell, Texas",32.958352,-96.9881829964861
"Sugar Loaf, New York",43.4120148,-73.6115046
"Englewood, Colorado",39.6482059,-104.9879641
"Ferndale, Michigan",42.4605917,-83.1346478
"Manhattan Beach, California",33.8950839,-118.4000147
"Pahoa, Hawaii",19.5002386,-154.9403000368
"Jackson, Pennsylvania",41.8381365,-75.5907399
"Hereford, Maryland",39.5889939,-76.6633047
"Tualatin, Oregon",45.3838546,-122.7663518
"Yonkers, New York",40.9312099,-73.8987469
"Crown Point, Indiana",41.4169806,-87.3653136
"Chevy Chase, Maryland",38.9932072,-77.0743833
"Ridgefield, Connecticut",41.2814842,-73.4981792
"Simsbury, Connecticut",41.8759152,-72.8012211
"Milton, Vermont",44.6355492,-73.1126348
"Pikesville, Maryland",39.3745035,-76.7227288
"Morehead, Kentucky",38.1839705,-83.4326841
"Pismo Beach, California",35.1427533,-120.6412827
"Grand Prairie, Louisiana",30.683252,-92.1476218
"Andrews Air Force Base, Maryland",38.8056605,-76.8774029899014
"Hampton, Virginia",37.0300969,-76.3452057
"Hillsboro, Tennessee",35.4125782,-85.9702614
"Cedar Rapids, Iowa",41.9758872,-91.6704053
"Glens Falls, New York",43.3096957,-73.6441045
"Broken Arrow, Oklahoma",36.0525993,-95.7908195
"Cardiff-by-the-Sea, California",33.0220155,-117.2803463
"Cooperstown, New York",42.7006303,-74.924321
"Middlebury, Vermont",44.0153508,-73.1673417
"Chalfont, Pennsylvania",40.2884396,-75.2090624
"Kirkland, Washington",47.6859573,-122.1920249
"Colfax, Iowa",41.6777666,-93.245205
"Cartaret, New Jersey",40.7773227,-74.2607027
"Roselle, Illinois",41.9847505,-88.0797933
"Mansfield, Massachusetts",42.0334326,-71.2189405
"Modesto, California",37.6390972,-120.9968782
"Montevallo, Alabama",33.1006746,-86.8641558
"Denison, Iowa",42.0177658,-95.3552757
"Lapeer, Michigan",43.0904764,-83.2333705
"Marshalltown, Iowa",42.0448121,-92.9103964
"Elburn, Illinois",41.8922499,-88.4723014
"Birmingham, Alabama",33.5206824,-86.8024326
"Fresno, California",36.7295295,-119.708861160756
"West Mifflin, Pennsylvania",40.3634026,-79.8664375
"from Columbia, Maryland",39.203611, -76.856944
"Westford, Vermont",44.6119942,-73.0087453
"Altamont, New York",42.7006324,-74.0337382
"Bettendorf, Iowa",41.5255466,-90.5081478
"Bremerton, Washington",47.5223995,-122.688106367562
"Owings Mills, Maryland",39.4010753,-76.796299
"Winnetka, California",34.2133375,-118.5720309
"Ocean, New Jersey",39.977818,-74.3319287
"Tazewell, Tennessee",36.45425,-83.569352
"Ambler, Pennsylvania",40.1545535,-75.2215651
"Englewood, Ohio",39.8775553,-84.3021673
"Cambridge, Massachusetts",42.3785931,-71.1317136635526
"Garretson, South Dakota",43.7162405,-96.5011381
"Ashton, Illinois",41.8661417,-89.2212088
"South Lake Tahoe, California",38.929125,-119.987846390157
"Cape Elizabeth, Maine",43.563696,-70.2000467
"Lynwood, California",33.9303225,-118.2114933
"Silver Spring, Maryland",38.9906657,-77.026088
"Huntington, West Virginia",38.4192496,-82.445154
"Great Falls, Virginia",38.9981653,-77.2883157
"Camp Pendleton, California",33.2167022,-117.4000395
"New Hartford, New York",43.073403,-75.2876661
"Manalapan, Florida",26.5692364,-80.0447635
"Wisconsin Dells, Wisconsin",43.6256168,-89.7715646
"Johns Creek, Georgia",34.0181557,-84.190196
"Ironton, Ohio",38.5367471,-82.6829406
"Independence, California",36.821987,-118.205130028628
"Southaven, Mississippi",34.9889818,-90.0125913
"Madison, Wisconsin",43.074761,-89.3837613
"West Allis, Wisconsin",43.0166806,-88.0070315
"North Adams, Massachusetts",42.700915,-73.1087148
"Trappe, Maryland",38.3142821,-75.1907436
"Walkersville, Maryland",39.4862126,-77.3519285
"Brightwaters, New York",40.7209321,-73.2673399
"Milford, New Hampshire",42.8353641,-71.6489604
"Shaker Heights, Ohio",41.4739419,-81.5370671
"Knoxville, Tennessee",35.9603948,-83.9210261
"Hanover, Pennsylvania",39.8063247,-76.9842735
"Lindside, West Virginia",37.4537341,-80.6697931
"McHenry, Illinois",42.3294391,-88.4605713
"Marietta, Pennsylvania",40.0573456,-76.5531154895954
"Middleburg Heights, Ohio",41.3614401,-81.812912
"Fort Myers Beach, Florida",26.4520248,-81.948145
"Cranston, Rhode Island",41.7809588,-71.4371257
"Stevenson Ranch, California",34.3850234,-118.5811094
"San Bernardino, California",34.1083449,-117.2897652
"Orange, California",33.7500378,-117.8704931
"Wichita, Kansas",37.6922361,-97.3375448
"Springfield, Oregon",44.0462362,-123.0220289
"Georgia, Vermont",14.62537,121.1155067
"Ventura, California",34.364744,-119.310582204204
"Wells, Maine",43.3220301,-70.5808867
"Eatontown, New Jersey",40.2962222,-74.0509725
"Far Rockaway, New York",40.6053825,-73.7551326
"Fort Walton Beach, Florida",30.4057552,-86.618842
"Horizon City, Texas",31.6926121,-106.2074793
"Makakilo, Hawaii",21.3469444,-158.0858333
"Gainesville, Georgia",34.2978794,-83.8240663
"Lithia Springs, Georgia",33.7795985,-84.6507120544832
Texas,31.8160381,-99.5120986
"Maplewood, New Jersey",40.7312123,-74.2734808
"San Luis Obispo, California",35.2827525,-120.6596156
"Forney, Texas",32.747893,-96.4719289
"Clearwater Beach, Florida",27.9774736,-82.8279313
"New Milford, New Jersey",40.9350986,-74.0190281
"Springfield, Missouri",37.2153307,-93.2982521
"Arizona State University from Avondale, Arizona",33.433611, -112.349722
"Brentwood, California",37.9317766,-121.6960266
"Storrs, Connecticut",41.8084314,-72.2495231
"Anniston, Alabama",33.6594422,-85.8316326
"Boulder, Colorado",40.0149856,-105.2705456
"Waterford, New York",42.7925778,-73.6812293
"Shelton, Washington",47.2150945,-123.1007066
"Rochester, New York",43.1854754,-77.6106860508176
"Port Orange, Florida",29.10150985,-81.0105537409739
"Laguna Niguel, California",33.5225261,-117.7075526
"Baldwin, Massachusetts",42.3871878,-71.3549905158938
the University of Minnesota,44.9746395,-93.2316261751701
"Fleetwood, Pennsylvania",40.4539828,-75.8179764
"Marblehead, Massachusetts",42.500096,-70.8578253
"Marietta, Georgia",33.9528472,-84.5496148
"East Brunswick, New Jersey",40.4278841,-74.415984
"Springfield, Virginia",38.7890522,-77.1870368
"Gloucester, Massachusetts",42.6159286,-70.6619888
"Fraser, Michigan",42.539202,-82.9493652
"Douglasville, Georgia",33.7514966,-84.7477136
Wesleyan University (Connecticut),41.555129,-72.6569286188253
"Cliffwood, New Jersey",40.436774,-74.2395893
"Fullerton, California",33.8708215,-117.9294165
"Dearborn, Michigan",42.3222599,-83.1763145
"Norfolk, Massachusetts",42.1538607,-71.1828015
"Corona del Mar, California",32.4978999,-117.1033902
"Saugus, Massachusetts",42.4648183,-71.010051
"Southampton, Pennsylvania",40.1742759,-75.0437814
"Beverly Hills, California",34.0736204,-118.4003563
"Ellisville, Missouri",38.5941048,-90.5875099
"Bethesda, Maryland",38.9848265,-77.0946459
"Banning, California",33.9255685,-116.875289
"Oceanside, New York",40.6387141,-73.6401296
"Edgington, Illinois",41.3869765,-90.763753
"Shelton, Connecticut",41.3164856,-73.0931641
"Beachwood, Ohio",41.4644979,-81.5087322
"Bethel, Ohio",38.9636771,-84.0807664
"West Chester, Ohio",39.3303357,-84.408275
"Irvine, California",33.6856969,-117.8259819
"Winterville, North Carolina",35.5290511,-77.4010762
"Media, Pennsylvania",39.9167783,-75.387693
"Farmington Hills, Michigan",42.4853125,-83.3771553
"Bowling Green, Ohio",41.3747744,-83.6513229
"Pinebrook, New Jersey",40.9628762,-73.7762434
"Vernon, Connecticut",41.8187095,-72.4795296
"Socorro, New Mexico",34.0572791,-106.8930518
"Olympia, Washington",47.0450197,-122.8948725
"Hollywood, California",34.1028268,-118.3299899
"Sylvania, Arkansas",34.9723101,-91.9284754
"Mason, Ohio",39.3600586,-84.309939
"Sharon, Wisconsin",44.63994125,-89.4177071474515
"Crescent Springs, Kentucky",39.0514492,-84.5816106
"Eugene, Oregon",44.0505054,-123.0950506
"Bangor, Maine",44.8011821,-68.7778138
"Panama City, Florida",30.1600827,-85.6545729
"Live Oak, Florida",30.2949457,-82.98402
"Bolivar, Texas",33.3584483,-97.2452944
"Hamtramck, Michigan",42.3928151,-83.0496438
"Peterborough, New Hampshire",42.8706392,-71.9517459
"Cortland, New York",42.5842136,-76.0704906
"Marathon, Wisconsin",44.8914036,-89.7748098
"Radnor, Pennsylvania",40.0463001,-75.3595487
"Erie, Pennsylvania",42.129461,-80.085239
"Los Gatos, California",37.226611,-121.9746797
"Potomac Falls, Virginia",39.0501083,-77.4008201
"Randolph, Massachusetts",42.1625997,-71.0411588
"Salem, New Jersey",39.5980987,-75.3488201
"Shelby Township, Michigan",42.6702185,-83.0342623825581
"Poland, New York",43.2256247,-75.0612709
"South Miami Beach, Florida",25.7902487,-80.1382783
"Sonora, Kentucky",37.524226,-85.8930192
"Mount Morris, New York",40.8041721,-73.9436141
"Englewood, New Jersey",40.8928771,-73.9726381
"Jacksonville, North Carolina",34.7540524,-77.4302415
"Hull, Massachusetts",42.3020436,-70.9078243
"Westbrook, Connecticut",41.285377,-72.4475874
"Duluth, Georgia",34.0028569,-84.1441046
the University of Nebraska at Lincoln,40.810556, -96.680278
"Kankakee, Illinois",41.1200325,-87.8611531
"Reynoldsburg, Ohio",39.9547861,-82.8121191
"Wheaton, Illinois",41.8646959,-88.1101709
"St. Simons Island, Georgia",31.2182863,-81.3612077
"Miami Beach, Florida",25.7881436,-80.1272705
"Carpinteria, California",34.3988838,-119.5184564
"North Arlington, New Jersey",40.788434,-74.1331988
"Chili, New York",-29.9149704,-71.2500968
"Anderson, Indiana",40.1053196,-85.6802541
"Yorba Linda, California",33.890107,-117.8255939
"Fort Monroe, Virginia",37.00427465,-76.3068954428012
"Highland Park, New Jersey",40.4959379,-74.4243178
"Woodridge, Illinois",41.7473663,-88.046129
"Port Jefferson Station, New York",40.9253764,-73.0473284
"Hopedale, Massachusetts",42.1306522,-71.5411747
"Harrisonburg, Virginia",38.4493315,-78.8688833
"Rockville, Maryland",39.0840054,-77.1527573
"Berryville, Virginia",39.1517713,-77.9822193
"Westchester, California",33.9597349,-118.4006322
"Marysville, Washington",48.0627432,-122.1633358
"Prince Georges County, Maryland",38.803929,-76.8518695
"Butte, Montana",45.9838436,-112.5007277
the University of Wisconsin-Madison,43.07988825,-89.4307456580876
"Bolinas, California",37.9093702,-122.6863733
"Philadelphia, Pennsylvania",39.952335,-75.163789
"Valencia, California",34.4436063,-118.6095321
"Glen Allen, Virginia",37.6659781,-77.506374
"Marlboro, New Jersey",40.3153877,-74.2462564
"Oklahoma City, Oklahoma",35.4729886,-97.5170536
"Mar Vista, California",34.0037605,-118.4391641
"Jamaica Plain, Massachusetts",42.3098201,-71.1203299
"Chuluota, Florida",28.5670772,-81.1273531
"Long Beach, California",33.7774658,-118.1884871
"Hoover, Alabama",33.392206,-86.7804532104782
"Eau Claire, Wisconsin",44.811349,-91.4984941
"State College, Pennsylvania",40.794026,-77.8606975
"Fairport, New York",43.0992996,-77.4430139
"Harvard, Massachusetts",42.36782045,-71.1266617287448
"Gibsonia, Pennsylvania",40.6300671,-79.9695004
"Monument, Colorado",39.0916586,-104.872758
Hawaii,21.2160437,-157.975203
Kentucky,37.5726028,-85.1551411
"Wolcott, Connecticut",41.6023196,-72.9867718
"Chalmette, Louisiana",29.9427892,-89.9629372
"Virginia Beach, Virginia",36.7953025,-76.0509250225811
"Portola Valley, California",37.3841067,-122.2352443
"Canton, Ohio",40.7989522,-81.3784445
"Hudson, Ohio",41.240056,-81.440667
"Welcome, Maryland",38.4806778,-77.1041434
"Oregon, Ohio",41.6436603,-83.4868768
"North Miami, Florida",25.90560775,-80.1750694501309
"Carol Stream, Illinois",41.9125286,-88.1347927
"Coral Springs, Florida",26.26485615,-80.2653418879876
"Downington, Pennsylvania",40.331676,-76.7811297
"South Dayton, New York",42.3642269,-79.0555948
"Webster Groves, Missouri",38.586494,-90.3557750272251
"Fleming Island, Florida",30.0932963,-81.7189835
"Williamstown, Massachusetts",42.712207,-73.2035986
"McArthur, Ohio",39.2464596,-82.4784898
"Pine Bluff, Arkansas",34.2284312,-92.0031955
"Buckner, Missouri",39.132506,-94.1985575
"Ardmore, Pennsylvania",40.004128,-75.2883005101266
"Mt. Carmel, Illinois",38.4108801,-87.7614174
"East Boston, Massachusetts",42.3750973,-71.0392173
"Sweet Home, Oregon",44.3976247,-122.7361959
"Watervliet, Michigan",42.1867052,-86.2605776
"Torrance, California",33.8358492,-118.3406288
"Mount Vernon, Indiana",37.9396795,-87.8952993
"Fayetteville, Arkansas",36.111508,-94.2098667222748
"Homer City, Pennsylvania",40.5434007,-79.1622566
"Virden, Illinois",39.5008866,-89.7678747
"Daytona Beach, Florida",29.2108147,-81.0228331
"Pepper Pike, Ohio",41.4783865,-81.4637296
"Middletown, Pennsylvania",40.1997955,-76.7310903
"Waco, Texas",31.549333,-97.1466695
"Van Nuys, California",34.1865032,-118.4489363
"Egg Harbor Township, New Jersey",39.378291, -74.599779
"El Segundo, California",33.911731,-118.3836804
"Kent, Ohio",41.1536674,-81.357886
"Stafford, Virginia",38.4167265,-77.4579783
"Kings Park, New York",40.886209,-73.2573369
"Crittenden, Kentucky",37.3600974,-88.0885106
"DeLand, Florida",29.0195145,-81.2941416253978
"Henderson, Colorado",39.9205405,-104.8658084
"Durango, Colorado",37.2753739,-107.8799422
"Sicklerville, New Jersey",39.7173375,-74.9693329
"Temple University from Baltimore, Maryland",39.283333, -76.616667
"Prairie Village, Kansas",38.9914109,-94.6332768
"Montgomery Village, Maryland",39.1767734,-77.1952597
"Arlington Heights, Illinois",42.0812678,-87.9800662
"Parma Heights, Ohio",41.3900518,-81.7595769
the University of Oklahoma,35.1916481,-97.4416239
"Jersey City, New Jersey",40.7281575,-74.0776417
"Dorsey, Illinois",38.9736574,-90.0014932
"Sandusky, Ohio",41.4489397,-82.7079605
"Jamestown, New York",42.0970023,-79.2353259
"Encinitas, California",33.0369867,-117.2919818
"Marlton, New Jersey",39.8912248,-74.9218325
"Acton, Massachusetts",42.4850931,-71.43284
"Madison, Alabama",34.7736807,-86.5675095
"West Warwick, Rhode Island",41.7063679,-71.5236633
"Olathe, Kansas",38.8843867,-94.8161127
